CashReserveRatio,CashDepositRatio,ReverseRepoRate,MarginalFacilityRate,BankRate,TermDepositRate,SavingsDepositRate,CallMoneyRate,TreasuryBill,Inflation,RepoRate,BaseRate
4.96,4,6.32,6.23,8.1,10.29,4.59,4.59,6.75,6.25,5.07,5.65
0,4,6.54,6.31,8.19,10.38,3.88,4.15,6.87,6.25,4.69,6
4.79,4,6.53,6.36,8.23,10.1,4.42,4.27,6.4,6.25,4.26,6
0,4,6.63,6.36,8.22,10.23,4.43,4.25,6.77,6.25,4.32,6
4.8,4,6.62,6.36,8.28,10.21,4.51,4.07,6.22,6.5,4.47,6
0,4,6.65,6.4,8.37,10.18,3.51,3.69,7.6,6.5,4.4,6
4.81,4,6.65,6.4,8.4,9.3,2.19,3.16,7.81,6.5,4.16,6
0,4,6.73,6.4,8.47,9.45,4.41,4.49,7.84,6.5,4.33,6
4.82,4,6.59,6.36,8.49,8.33,5.19,5.07,7.74,6.5,6.5,6
0,4,6.6,6.31,8.45,7.74,5.49,5.58,7.63,6.5,6.5,6
4.9,4,6.67,6.27,8.47,7.09,5.38,5.38,7.76,6.5,6.48,6.25
0,4,6.6,6.19,8.51,6.95,5.92,5.56,7.58,6.5,6.48,6.25
4.72,4,6.63,6.19,8.54,7.19,6.28,5.83,7.23,6.5,6.5,6.25
0,4,6.72,6.15,8.57,7.26,6.65,5.84,7.33,6.5,6.5,6.25
4.75,4,7.05,6.15,8.53,7.25,6.66,6.21,7.3,6.5,6.46,6.25
0,4,6.85,6.15,8.53,7.29,6.39,6.03,7.57,6.5,6.44,6.25
4.73,4,7.27,6.11,8.65,7.22,6.46,6.22,7.49,6.5,6.39,6.25
0,4,7.12,6.11,8.52,7.27,6.31,6.13,7.95,6.5,6.35,6.25
4.79,4.25,7.2,6.11,8.4,7.27,6.46,6.28,7.92,6.5,6.33,6.25
0,4.25,7.31,6.11,8.77,7.3,6.44,6.24,7.61,6.5,6.33,6.5
4.7,4.25,7.32,6.11,8.78,7.56,6.45,6.28,7.88,6.5,6.31,6.5
0,4.25,7.26,6.11,8.67,7.57,6.64,6.34,8.03,4.53,6.27,6.5
4.81,4.25,7.3,6.07,8.72,7.52,6.47,6.29,7.98,4.56,6.25,6.5
0,4.25,7.33,6.07,8.7,7.59,6.35,6.24,8.11,4.55,6.2,6.5
4.77,4.25,7.31,6.11,8.59,7.43,6.35,6.23,8.16,4.65,6.18,6.5
0,4.25,7.32,6.11,8.52,8.65,6.44,6.26,8.32,4.61,6.18,6.5
4.88,4.25,7.28,6.11,8.64,7.65,6.4,6.34,8.49,4.73,6.18,6.5
0,4.25,7.55,6.07,8.68,7.8,6.41,6.38,8.51,4.84,6.18,6.75
4.76,4.25,7.61,6.11,8.86,7.72,6.35,6.32,8.54,4.67,6.18,6.75
0,4.25,7.62,6.11,8.77,7.84,6.43,6.58,8.47,4.76,6.18,6.75
5.15,4.25,7.61,6.15,8.81,7.85,6.29,6.47,8.6,4.77,6.18,6.75
0,4.25,7.51,6.15,8.94,7.8,6.16,6.34,8.52,4.83,8.11,6.75
4.75,4.5,7.83,6.15,8.9,7.75,6.35,6.44,8.58,4.79,8.18,6.75
0,4.5,7.82,6.15,8.99,7.88,6.59,6.44,8.55,4.81,8,6.75
4.72,4.5,7.86,6.11,9.12,8,6.65,6.71,8.71,4.83,7.9,6.75
0,4.5,8.5,6.23,8.84,8.02,6.85,6.7,8.55,4.99,7.78,6.75
4.97,4.5,8.19,6.31,8.82,8,7.22,6.8,8.57,5.07,7.87,6.75
0,4.5,8.17,6.27,8.82,8.11,7.22,6.98,8.76,5.1,8.26,6.75
4.87,4.75,8.1,6.27,8.87,8.07,7.23,6.89,8.79,5.23,8.04,6.75
0,4.75,8.29,6.27,8.86,8.06,6.68,6.5,8.76,5.27,8.58,6.75
4.68,4.75,7.9,6.27,8.81,7.97,6.78,6.63,8.68,5.29,8.46,6.75
0,4.75,7.79,6.31,8.83,8.03,9.69,7.69,8.65,5.34,8.07,6.75
4.9,4.75,7.81,6.85,8.75,8.03,8.74,7.57,8.54,4.97,8.12,6.75
0,4.75,7.84,6.27,8.81,8.05,9.48,7.87,8.48,5.01,8.48,6.75
4.77,4.75,7.74,6.27,8.78,8.05,8.38,7.49,7.95,5.13,8.59,6.75
0,4.75,7.63,6.23,8.66,8.03,8.29,7.36,8.39,4.92,8.88,6.75
4.66,4.75,7.76,6.19,8.75,8.02,6.39,6.83,7.94,5.15,8.18,6.75
0,4.75,7.58,6.11,8.82,8.07,6.14,6.58,8.38,5.15,7.88,6.75
4.82,4.75,7.23,5.98,8.94,8.04,6.12,6.56,8.41,5.07,7.93,6.75
0,4.75,7.33,5.86,8.8,8.04,6.01,6.36,8.5,5.32,8.09,6.75
4.81,4.75,7.3,5.82,8.91,7.81,6.73,6.44,8.42,4.99,8.9,6.75
0,4.75,7.57,5.86,8.85,8.02,7.12,6.58,8.79,4.84,7.95,6.75
4.85,4.75,7.49,5.94,8.75,8.02,6.3,6.27,8.85,4.93,8.11,6.75
0,4.75,7.95,5.94,8.79,7.97,6.17,6.17,9.23,4.87,8.11,6.75
4.73,4.75,7.92,6.07,9.06,7.65,6.34,6.22,9.71,4.59,8.57,6.5
0,4.75,7.61,6.15,9.02,7.97,6.32,6.23,9.09,4.15,8.25,6.5
4.81,4.75,7.88,6.19,8.69,7.93,6.47,6.17,8.94,4.27,8.19,6.5
0,4.75,8.03,6.11,8.58,8.02,6.28,6.16,8.86,4.25,8.72,6.5
4.72,4.75,7.98,6.19,8.55,8,7.1,6.32,8.67,4.07,8.64,6.5
0,4.75,8.11,6.23,8.49,8.01,7.26,6.54,8.58,3.69,7.63,6.5
4.76,4.75,8.16,6.27,8.67,7.97,6.53,6.53,8.49,3.16,7.23,6.5
0,8,8.32,6.27,8.71,8.05,6.48,6.63,8.74,4.49,8.27,6.5
4.76,8,8.49,6.19,8.58,8.07,6.53,6.62,8.52,5.07,8.68,6.25
0,8,8.51,6.27,8.49,8.11,6.72,6.65,8.4,5.58,8.7,6.25
4.7,8,8.54,6.23,8.63,8.13,6.74,6.65,8.64,5.38,8.18,6.25
0,8,8.47,6.19,8.6,8.21,6.85,6.73,8.74,5.56,8.67,6.25
4.71,8,8.6,5.94,8.14,8.06,6.77,6.59,9.01,5.83,8.98,6.25
0,8,8.52,5.94,8.78,8.14,6.54,6.6,8.69,5.84,8.91,6.25
4.64,8,8.58,5.86,7.97,8.1,6.92,6.67,8.59,6.21,9.08,6.25
0,8,8.55,5.94,8.15,8.22,6.69,6.6,9.14,6.03,9.44,6.25
4.83,8,8.71,6.31,8.03,8.22,6.69,6.63,9.13,6.22,9.46,6.25
0,8,8.55,6.4,7.87,8.37,6.81,6.72,8.8,6.13,10.29,6.25
4.7,8,8.57,6.36,7.53,8.37,7.75,7.05,8.53,6.28,10.38,6.25
0,8,8.76,6.4,7.47,8.36,7.46,6.85,8.86,6.24,10.1,6.25
4.89,8,8.79,6.36,7.44,8.47,7.15,7.27,9.07,6.28,10.23,6.25
0,8,8.76,6.36,7.43,8.87,7.12,7.12,8.89,6.34,10.21,6.25
4.95,8,8.68,6.52,7.31,4.51,7.32,7.2,9.45,6.29,10.18,6.25
0,8,8.65,6.52,7.43,4.4,7.37,7.31,9.93,6.24,9.3,6.25
4.84,8,8.54,6.52,7.44,4.62,7.38,7.32,9.22,6.23,9.45,6.25
0,8,8.48,6.56,7.34,4.44,7.29,7.26,9.91,6.26,8.33,6.25
4.76,8,7.95,6.56,7.4,4.52,7.36,7.3,9.19,6.34,7.74,6.25
0,8,8.39,6.56,7.59,4.54,7.15,7.33,9.16,6.38,7.09,6.25
4.81,8,7.94,6.56,7.74,4.37,7.31,7.31,9.18,6.32,6.95,6.25
0,8,8.38,6.56,7.74,4.18,7.23,7.32,9.9,6.58,7.19,6.25
4.75,8,8.41,6.56,7.78,4.74,7.34,7.28,9.36,6.47,7.26,6.25
0,8,8.5,6.56,7.87,4.36,7.74,7.55,9.34,6.34,7.25,6.25
4.69,8,8.42,6.56,7.93,4.46,7.93,7.61,9.81,6.44,7.29,6.25
0,8,8.79,6.56,7.95,4.07,7.96,7.62,8.03,6.44,7.22,6.25
4.68,8,8.85,6.6,7.96,4.15,8.49,7.61,6.54,6.71,7.27,6.25
0,8,9.23,6.73,7.87,4.09,7.67,7.51,6.17,6.7,7.27,6.25
4.76,8,9.71,6.77,7.86,4.11,7.99,7.83,6.23,6.8,7.3,6.25
0,8,9.09,6.77,7.91,4.13,7.89,7.82,6.4,6.98,7.56,6.25
4.7,7.75,8.94,6.81,7.8,4.06,7.86,7.86,6.17,6.89,7.57,6.25
0,7.75,8.86,6.85,7.83,4.28,9.78,8.5,6.34,6.5,7.52,6.25
4.72,7.75,8.67,6.27,7.83,4.13,9.03,8.19,6.58,6.63,7.59,6.25
0,7.75,8.58,6.85,7.89,4.22,8.9,8.17,6.62,7.69,7.43,6.25
4.88,7.75,8.49,6.85,7.88,4.18,8.49,8.1,6.85,7.57,8.65,6.25
0,7.75,8.74,6.85,7.86,4.23,9.32,8.29,6.89,7.87,7.65,6.25
4.82,7.75,8.52,6.81,7.82,4.34,7.23,7.9,7.12,7.49,7.8,6.25
0,7.75,8.4,6.81,7.93,4.61,7.34,7.79,7.22,7.36,7.72,6.25
4.95,7.75,8.64,6.81,8.11,5.71,7.09,7.81,7.33,6.83,7.84,6.25
0,7.75,8.74,6.85,8.14,5.36,7.09,7.84,7.53,6.58,7.85,6.25
5.16,7.75,9.01,7.27,8.14,5.07,7.61,7.74,7.87,6.56,7.8,6.25
0,7.75,8.69,7.23,8.16,4.69,7.95,7.63,7.57,6.36,7.75,6.25
5.02,7.75,8.59,7.27,8.18,4.26,8.08,7.76,7.95,6.44,7.88,6.25
0,7.5,9.14,7.27,8.23,4.32,7.96,7.58,7.9,6.58,8,6.25
4.87,7.5,9.13,7.27,8.19,4.47,7.92,7.23,7.79,6.27,8.02,6.5
0,7.5,8.8,0,8.22,4.4,8.09,7.33,7.89,6.17,8,6.5
5.12,7.5,8.53,7.35,8.2,4.16,8.07,7.3,7.94,6.22,8.11,6.5
0,7.5,8.86,7.35,8.13,4.33,8.15,7.57,7.56,6.23,8.07,6.5
4.95,7.5,9.07,7.35,8.13,6.5,7.84,7.49,7.69,6.17,8.06,6.5
0,7.25,8.89,0,8.17,6.5,8.15,7.95,7.58,6.16,7.97,6.5
4.8,7.25,9.45,7.31,8.16,6.48,7.79,7.92,7.43,6.32,8.03,6.5
0,7.25,9.93,7.23,8.15,6.48,7.41,7.61,7.34,6.54,8.03,6.5
5.07,7.25,9.22,7.23,8.17,6.5,7.62,7.88,7.04,6.53,8.05,6.5
0,7.25,9.91,7.23,8.18,6.5,8.03,8.03,6.78,6.63,8.05,6.5
5.19,7.25,9.19,7.23,8.2,6.46,8.18,7.98,6.78,6.62,8.03,6.5
0,7.25,9.16,7.23,8.24,6.44,8.24,8.11,6.68,6.65,8.02,6.5
5.11,7.25,9.18,7.19,8.16,6.39,8.94,8.16,6.77,6.65,8.07,6.5
0,7.25,9.9,7.14,8.21,6.35,8.38,8.32,6.64,6.73,8.04,6.5
5.09,7.25,9.36,7.14,8.12,6.33,9.47,8.49,6.42,6.59,8.04,6.5
0,7.25,9.34,7.14,8.25,6.33,8.38,8.51,6.18,6.6,7.81,6.5
5.04,7.25,9.81,7.14,8.1,6.31,8.44,8.54,6.26,6.67,8.02,6.5
0,7.25,8.03,7.1,8.06,6.27,9.82,8.47,6.55,6.6,8.02,4.53
4.92,7.25,6.54,7.1,8.13,6.25,8.74,8.6,6.86,6.63,7.97,4.56
0,7.25,6.17,7.1,8.17,6.2,9.14,8.52,6.56,6.72,7.65,4.55
5.26,7.25,6.23,7.06,8.08,6.18,8.77,8.58,6.33,7.05,7.97,4.65
0,7.25,6.4,7.06,8.05,6.18,8.87,8.55,6.76,6.85,7.93,4.61
5.24,7.25,6.17,7.06,8.35,6.18,8.18,8.71,7.21,7.27,8.02,4.73
0,7.25,6.34,7.39,8.37,6.18,8.75,8.55,7.02,7.12,8,4.84
4.81,7.25,6.58,7.48,8.54,6.18,9.87,8.57,6.46,7.2,8.01,4.67
0,7.5,6.62,7.44,8.53,6.18,8.73,8.76,6.72,7.31,7.97,4.76
5.22,7.5,6.85,7.44,8.56,6.18,8.69,8.79,7.13,7.32,8.05,4.77
0,7.5,6.89,7.44,8.63,8.11,8.56,8.76,7.32,7.26,8.07,4.83
4.82,7.5,7.12,7.44,8.65,8.18,8.57,8.68,7.44,7.3,8.11,4.79
0,7.5,7.22,7.27,8.54,8,8.41,8.65,7.47,7.33,8.13,4.81
5.11,7.5,7.33,7.44,8.47,7.9,8.13,8.54,7.37,7.31,8.21,4.83
0,7.75,7.53,7.48,8.69,7.78,8.62,8.48,7.2,7.32,8.06,4.99
4.23,7.75,7.87,7.48,8.57,7.87,8.26,7.95,7.15,7.28,8.14,5.07
0,7.75,7.57,7.52,8.38,8.26,8.39,8.39,7.25,7.55,8.1,5.1
4.78,7.75,7.95,7.52,8.42,8.04,8.27,7.94,7.11,7.61,8.22,5.23
0,7.75,7.9,7.56,8.28,8.58,8.34,8.38,7.29,7.62,8.22,5.27
4.75,7.75,7.79,7.69,8.22,8.46,8.35,8.41,7.17,7.61,8.37,5.29
0,7.75,7.89,7.69,8.23,8.07,8.56,8.5,6.95,7.51,8.37,5.34
5.23,8,7.94,7.69,8.19,8.12,8.55,8.42,6.6,7.83,8.36,4.97
0,8,7.56,7.69,8.19,8.48,9.78,8.79,6.65,7.82,8.47,5.01
4.94,8,7.69,7.85,8.16,8.59,10.03,8.85,6.8,7.86,8.87,5.13
0,8,7.58,7.89,8.35,8.88,11.12,9.23,7.11,8.5,4.51,4.92
5.46,8,7.43,7.98,8.18,8.18,10.63,9.71,7.03,8.19,4.4,5.15
0,8,7.34,7.98,8.19,7.88,9.47,9.09,7.08,8.17,4.62,5.15
5.17,8,7.04,7.94,8.22,7.93,8.3,8.94,7.37,8.1,4.44,5.07
0,8,6.78,7.89,8.56,8.09,8.29,8.86,7.82,8.29,4.52,5.32
5.28,8,6.78,7.85,7.27,8.9,8.09,8.67,7.69,7.9,4.54,4.99
0,8,6.68,7.85,7.45,7.95,8.07,8.58,7.7,7.79,4.37,4.84
5.72,8,6.77,8.27,7.41,8.11,8.59,8.49,7.76,7.81,4.18,4.93
0,8,6.64,8.31,7.26,8.11,8.8,8.74,7.66,7.84,4.74,4.87
5.1,8,6.42,8.31,7.41,8.57,9.3,8.52,8.72,7.74,4.36,4.59
0,8,6.18,8.23,7.41,8.25,8.46,8.4,8.59,7.63,4.46,4.15
5.41,8,6.26,8.39,7.64,8.19,9.28,8.64,8.72,7.76,4.07,4.27
0,8,6.55,8.35,7.77,8.72,9.25,8.74,8.51,6.94,4.15,4.25
5.27,8,6.86,8.27,7.85,8.64,9.08,9.01,8.44,6.94,4.09,4.07
0,8,6.56,8.27,7.81,7.63,8.95,8.69,8.21,6.94,4.11,3.69
5.82,8,6.33,8.23,7.84,7.23,9.04,8.59,8.14,7.14,4.13,3.16
0,8,6.76,8.19,7.84,8.27,9.14,9.14,7.92,7.19,4.06,4.49
4.8,8,7.21,8.39,7.88,8.68,8.94,9.13,8.78,7.06,4.28,5.07
0,8,7.02,8.39,7.96,8.7,8.61,8.8,8.66,6.98,4.13,5.58
5.71,8,6.46,8.31,8.02,8.18,8.53,8.53,7.62,6.85,4.22,5.38
0,8,6.72,8.35,8,8.67,9.15,8.86,6.67,6.81,4.18,5.56
5.63,8,7.13,8.35,8.03,8.98,9.5,9.07,6.76,6.81,4.23,5.83
0,8,7.32,8.23,8.07,8.91,9.42,8.89,7.36,6.77,4.34,5.84
5.68,8,7.44,8.23,7.98,9.08,10.36,9.45,6.85,6.69,4.61,6.21
0,8,7.47,8.27,7.95,9.44,10.97,9.93,5.97,6.73,5.71,6.03
5.76,8,7.37,8.27,7.86,9.46,9.93,9.22,5.3,6.69,5.36,6.22
0,8,7.2,8.31,7.85,10.29,10.44,9.91,4.56,6.52,5.07,6.13
5.79,8,7.15,8.31,7.74,10.38,10.01,9.19,4.67,6.52,4.69,6.28
0,8,7.25,8.44,7.73,10.1,3.97,8.14,5.41,6.48,4.26,6.24
5.75,8,7.11,8.44,7.75,10.23,4.06,8.27,8.25,6.52,4.32,6.28
0,8,7.29,8.48,7.78,10.21,4.21,8.39,8.25,6.48,4.47,6.34
5.88,8,7.17,8.48,7.8,10.18,4.15,8.39,8.25,6.52,4.4,6.29
0,8,6.95,8.52,7.87,9.3,4.3,8.39,8.25,6.52,4.16,6.24
5.78,8,6.6,8.52,7.98,9.45,4.19,8.44,8.25,6.4,4.33,6.23
0,8,6.65,8.6,7.92,8.33,3.99,8.44,8.25,6.4,4.34,6.26
5.52,8,6.8,8.6,7.89,7.74,4.13,8.39,8,6.31,4.17,6.34
0,8,7.11,8.6,7.95,7.09,4.52,8.31,8,6.27,4.32,6.38
5.7,8,7.03,8.6,7.94,6.95,4.6,8.77,8,6.23,3.84,6.32
0,8.5,7.08,8.65,7.95,7.19,4.65,8.81,8,6.19,3.84,6.58
5.4,8.5,7.37,8.65,7.89,7.26,4.5,9.02,8,6.11,3.72,6.47
0,8.5,7.82,8.65,7.79,7.25,4.47,8.98,8,6.11,4.28,6.34
5.9,8.5,7.69,8.65,7.76,7.29,4.5,8.98,8,6.11,4.26,6.44
0,8.5,7.7,8.6,7.8,7.22,4.46,9.06,7.5,6.11,4.44,6.44
5.3,8.5,7.76,8.6,7.73,7.27,4.47,9.06,7.5,6.15,4.43,6.71
0,8.5,7.66,8.56,7.46,7.27,4.31,9.02,7.5,6.23,4.46,6.7
6.08,8.5,8.72,8.52,7.2,7.3,4.46,8.94,7.5,6.31,4.52,6.8
0,8.5,8.59,8.56,7.42,7.56,4.39,8.9,7.5,6.36,4.61,6.98
5.9,8.5,8.72,8.56,7.59,7.57,4.52,8.81,7.5,5.15,7.57,6.89
0,8.5,8.51,8.56,7.58,7.52,4.39,8.73,7.25,5.15,7.67,6.5
5.99,8.5,8.44,8.52,7.69,7.59,4.53,8.65,7.25,5.07,7.4,6.63
0,8.5,8.21,8.65,7.76,7.43,4.55,8.56,7.25,5.32,7.36,7.69
6.2,8.5,8.14,8.65,7.64,8.65,4.52,8.52,7.25,4.99,7.3,7.57
0,8.5,7.92,8.86,7.56,7.65,4.36,8.48,7.25,4.84,7.4,7.87
7.02,8.5,8.78,8.81,7.54,7.8,4.36,8.39,7.25,4.93,7.35,7.49
0,8.5,8.66,8.86,7.54,7.72,4.33,8.48,6.75,4.87,7.39,7.36
6.78,8.5,7.62,8.86,7.27,7.84,4.35,8.6,6.75,4.59,6.75,6.83
0,8.5,6.67,8.85,7.26,7.85,4.19,8.81,6.75,4.15,6.87,6.58
6.66,8.5,6.76,8.9,7.26,7.8,4.13,8.86,6.75,4.27,6.4,6.56
0,8.5,7.36,8.94,7.08,7.75,4.24,8.9,6.75,4.25,6.77,6.36
6.82,8.5,6.85,8.86,7.49,7.88,4.26,8.86,8.05,4.07,6.22,6.44
0,8.5,5.97,9.19,7.45,8,4.35,7.13,8.35,3.69,7.6,6.58
6.73,8.5,5.3,9.27,7.29,8.02,4.48,7.32,8.37,3.16,7.81,6.27
0,8.5,4.56,9.19,7.27,8,4.46,7.44,8.54,4.49,7.84,6.17
7.02,8.25,4.67,9.15,7.25,8.11,4.44,7.47,8.53,5.07,7.74,6.22
4.9,8.25,5.41,9.11,7.21,8.07,4.55,7.37,8.56,5.58,7.63,6.23
4.9,8.25,3.95,9.11,7.22,8.06,4.6,7.2,8.63,5.38,7.76,6.17
4.9,8.25,3.76,8.98,7.12,7.97,4.7,7.15,8.65,5.56,7.58,6.16
4.9,8.25,3.76,8.9,7.12,8.03,4.76,7.25,8.54,5.83,7.23,6.32
4.9,8.25,3.93,8.69,7,8.03,4.6,7.11,8.47,5.84,7.33,6.54
4.9,8,3.93,8.73,6.95,8.05,4.7,7.29,8.69,6.21,7.3,6.53
4.9,8,4.13,8.73,6.91,8.05,4.65,7.17,8.57,6.03,7.57,6.63
4.9,8,3.99,8.73,6.92,8.03,4.71,6.95,8.38,6.22,7.49,6.62
4.9,4.94,4.05,8.69,6.83,8.02,4.64,6.6,8.42,6.13,7.95,6.65
4.9,5.03,4.08,8.65,6.79,8.07,4.72,6.65,8.28,6.28,7.92,6.65
4.9,5.01,4.18,8.77,6.72,8.04,4.71,6.8,8.22,6.24,7.61,6.73
4.9,5,4.23,8.65,6.67,8.04,4.89,7.11,8.23,6.28,7.88,6.59
4.9,4.89,4.38,8.94,6.61,7.81,4.98,7.03,8.19,6.34,8.03,6.6
4.9,4.99,4.48,8.94,6.65,8.02,5.04,7.08,8.19,6.29,7.98,6.67
4.9,5.02,4.28,8.98,6.62,8.02,5.15,7.37,8.16,6.24,8.11,6.6
5.15,5.05,4.24,8.56,6.6,7.97,5.2,7.82,8.35,6.23,8.16,6.63
5.15,5.03,4.22,8.6,6.53,7.65,5.22,7.69,8.18,6.26,8.32,6.72
5.15,5.04,3.96,8.77,6.56,7.97,5.25,7.7,8.19,6.34,8.49,7.05
5.15,5.08,3.94,8.9,6.51,7.93,4.9,7.76,8.22,6.38,8.51,6.85
5.15,5.12,4.18,8.86,6.54,8.02,4.87,7.66,8.56,6.32,8.54,7.27
5.15,5.2,4.31,9.57,6.59,8,4.94,8.72,8.53,6.58,8.47,7.12
5.15,5.32,4.33,9.69,6.57,8.01,4.8,8.59,8.65,6.47,8.6,7.2
5.15,5.41,4.43,10.45,6.64,7.97,5,8.72,8.52,6.34,8.52,7.31
5.5,5.28,4.71,10.66,6.53,8.05,5,8.51,8.4,6.44,8.58,7.32
5.5,5.32,4.7,11.26,6.53,8.07,4.91,8.44,8.77,6.44,8.55,7.26
5.5,5.37,4.62,12.02,6.65,8.11,4.96,8.21,8.78,6.71,8.71,7.3
5.5,5.41,4.38,11.05,7.49,8.13,4.63,8.14,8.67,6.7,8.55,7.33
5.5,5.45,4.13,11.43,6.72,8.21,4.68,7.92,8.72,6.8,8.57,7.31
5.5,5.49,3.93,10.92,6.74,8.06,4.64,8.78,8.7,6.98,8.76,7.32
5.5,5.45,4.17,11.26,7.51,8.14,4.66,8.66,8.59,6.89,8.79,7.28
5.5,5.65,4.39,11,7.2,8.1,4.62,7.62,8.52,6.5,8.76,7.55
5.5,5.74,4.26,7.48,7.18,8.22,4.44,6.67,8.64,6.63,8.68,7.61
5.75,5.74,4.45,7.52,7.11,8.22,4.54,6.76,8.68,7.69,8.65,7.62
5.75,5.86,4.28,7.48,7.17,8.37,4.43,7.36,8.86,7.57,8.54,7.61
5.75,5.98,4.28,7.44,7,8.37,4.25,6.85,8.77,7.87,8.48,7.51
5.75,6.03,4.53,7.48,7.13,8.36,3.93,5.97,8.81,7.49,7.95,7.83
5.75,5.98,4.16,7.35,7.17,8.47,3.67,5.3,8.94,7.36,8.39,7.82
5.75,5.94,4.16,7.31,7.23,8.87,4.48,4.56,8.9,6.83,7.94,7.86
5.75,6.07,3.87,7.27,7.06,4.51,5,4.67,8.99,6.58,8.38,8.5
5.75,6.19,3.84,7.31,7.12,4.4,5.53,5.41,9.12,6.56,8.41,8.19
5.75,6.36,4.21,7.48,7.05,4.62,5.35,3.95,8.84,6.36,8.5,8.17
6,6.4,4.26,7.56,7,4.44,5.44,3.76,8.82,6.44,8.42,8.1
6,6.48,4.16,7.64,6.75,4.52,5.64,3.76,8.82,6.58,8.79,8.29
6,6.44,4.18,7.73,6.87,4.54,5.57,3.93,8.87,6.27,8.85,7.9
6,6.4,4.07,7.81,6.86,4.37,5.85,3.93,8.86,6.17,9.23,7.79
6,6.31,4.08,7.85,6.78,4.18,5.64,4.13,8.81,6.22,9.71,7.81
6,6.27,4.11,8.19,6.66,4.74,5.86,3.99,8.83,6.23,9.09,7.84
6,6.23,4.13,8.02,6.63,4.36,5.76,4.05,8.75,6.17,8.94,7.74
6,6.31,4.06,8.1,6.63,4.46,5.85,4.08,8.81,6.16,8.86,7.63
6.25,6.31,4.09,8.1,6.59,4.07,5.85,4.18,8.78,6.32,8.67,7.76
6.25,6.36,4.09,8.1,6.49,4.15,6.05,4.23,8.66,6.54,8.58,6.94
6.25,6.4,4.11,8.02,6.29,4.09,6.2,4.38,8.75,6.53,8.49,6.94
6.25,6.4,4.04,7.98,6.28,4.11,6.05,4.48,8.82,6.63,8.74,6.94
6.25,6.4,4.11,7.98,6.51,4.13,6.03,4.28,8.94,6.62,8.52,7.14
6.25,6.4,4.13,7.94,6.78,4.06,6.08,4.24,8.8,6.65,8.4,7.19
6.25,6.56,4.13,7.98,6.88,4.28,6.1,4.22,8.91,6.65,8.64,7.06
6.25,6.56,4.12,7.98,6.83,4.13,6.09,3.96,8.85,6.73,8.74,6.98
6.25,6.6,4.07,8.06,6.79,4.22,6.21,3.94,8.75,6.59,9.01,6.85
6.25,6.65,4.18,8.1,6.78,4.18,6.12,4.18,8.79,6.6,8.69,6.81
6.25,6.65,4.33,8.19,6.73,4.23,6.4,4.31,9.06,6.67,8.59,6.81
6.25,6.65,4.36,8.14,6.81,4.34,6.29,4.33,9.02,6.6,9.14,6.77
6.25,6.65,4.39,8.19,6.82,4.61,6.19,4.43,8.69,6.63,9.13,6.69
6.25,6.6,4.4,8.19,6.88,5.71,6.32,4.71,8.58,6.72,8.8,6.73
6.25,6.69,4.36,8.19,6.84,5.36,6.42,4.7,8.55,7.05,8.53,6.69
6.25,6.73,4.45,8.19,6.97,5.07,6.61,4.62,8.49,6.85,8.86,6.52
6.25,6.77,4.48,8.19,7.13,4.69,6.58,4.38,8.67,7.27,9.07,6.52
6.25,6.81,4.27,8.14,7.13,4.26,6.57,4.13,8.71,7.12,8.89,6.48
6.25,6.9,4.22,8.14,7.11,4.32,6.72,3.93,8.58,7.2,9.45,6.52
6.25,6.94,4.38,8.1,7.2,4.47,6.74,4.17,8.49,7.31,9.93,6.48
6.25,6.94,4.27,8.1,7.27,4.4,6.44,4.39,8.63,7.32,9.22,6.52
6.25,6.94,4.35,8.1,7.28,4.16,6.57,4.26,8.6,7.26,9.91,6.52
6.25,6.94,4.42,8.06,7.31,4.33,7.13,4.45,8.14,7.3,9.19,6.4
6.25,6.94,4.4,8.14,7.47,4.34,7.1,4.28,8.78,7.33,9.16,6.4
6.25,7.14,4.3,8.1,7.43,4.17,7.39,4.28,7.97,7.31,9.18,6.31
6.25,7.19,4.36,8.14,7.55,4.32,7.06,4.53,8.15,7.32,9.9,6.27
6.25,7.06,4.38,8.14,7.49,3.84,6.86,4.16,8.03,7.28,9.36,6.23
6,6.98,4.39,8.23,7.48,3.84,6.63,4.16,7.87,7.55,9.34,6.19
6,6.85,4.31,8.23,7.49,3.72,6.4,3.87,7.53,7.61,9.81,6.11
6,6.81,4.3,8.27,6.67,4.28,6.37,3.84,7.47,7.62,8.03,6.11
6,6.81,4.27,8.23,7.49,4.26,6.22,4.21,7.44,7.61,6.54,6.11
6,6.77,4.15,8.23,7.46,4.44,6.32,4.26,7.43,7.51,6.17,6.11
6,6.69,4.04,8.14,7.5,4.43,6.38,4.16,7.31,7.83,6.23,6.15
6,6.73,4.05,8.19,7.44,4.46,6.31,4.18,7.43,7.82,6.4,6.23
6,6.69,4.08,8.23,7.45,4.52,6.33,4.07,7.44,7.86,6.17,6.31
5.75,6.52,3.95,8.27,7.42,4.61,6.47,4.08,7.34,8.5,6.34,6.36
5.75,6.52,3.97,8.31,7.45,4.62,6.41,4.11,7.4,8.19,6.58,6.36
5.75,6.48,4.12,8.31,7.42,4.78,6.33,4.13,7.59,8.17,6.62,6.36
5.75,6.52,3.97,8.14,7.52,4.96,6.31,4.06,7.74,8.1,6.85,6.4
5.75,6.48,4.06,8.27,7.55,4.43,6.46,4.09,7.74,8.29,6.89,6.4
