CashReserveRatio,CashDepositRatio,ReverseRepoRate,MarginalFacilityRate,BankRate,TermDepositRate,SavingsDepositRate,CallMoneyRate,TreasuryBill,Inflation,RepoRate,BaseRate
4,0,6.25,8.25,8.25,7.5,4,7.29,7.32,10.02,7.25,9.7
4,4.81,6.25,8.25,8.25,7.5,4,7.22,0,10.02,7.25,9.7
4,0,6.25,8.25,8.25,7.5,4,7.27,7.3,10.02,7.25,9.7
4,5.22,6.25,8.25,8.25,7.5,4,7.27,0,10.02,7.25,9.7
4,0,6.25,8.25,8.25,7.5,4,7.3,7.49,10.02,7.25,9.7
4,4.82,6.25,8.25,8.25,7.5,4,7.56,0,10.02,7.25,9.7
4,0,6.5,8.5,8.5,7.5,4,7.57,7.64,10.02,7.5,9.7
4,5.11,6.5,8.5,8.5,7.5,4,7.52,0,10.02,7.5,9.7
4,0,6.5,8.5,8.5,7.5,4,7.59,7.79,10.02,7.5,9.7
4,4.23,6.5,8.5,8.5,7.5,4,7.43,0,10.02,7.5,9.7
4,0,6.5,8.5,8.5,7.5,4,8.65,8.01,10.02,7.5,9.7
4,4.78,6.5,8.5,8.5,7.5,4,7.65,0,10.02,7.5,9.7
4,0,6.75,8.75,8.75,7.5,4,7.8,8.05,10.02,7.75,9.7
4,4.75,6.75,8.75,8.75,7.5,4,7.72,0,10.02,7.75,9.7
4,0,6.75,8.75,8.75,7.5,4,7.84,8.03,10.02,7.75,9.7
4,5.23,6.75,8.75,8.75,7.5,4,7.85,0,10.02,7.75,9.7
4,0,6.75,8.75,8.75,7.5,4,7.8,7.94,10.02,7.75,9.7
4.25,4.94,6.75,8.75,8.75,7.5,4,7.75,0,10.02,7.75,9.7
4.25,0,6.75,8.75,8.75,7.5,4,7.88,7.94,10.02,7.75,9.75
4.25,5.46,7,9,9,8.5,4,8,0,10.02,8,9.75
4.25,0,7,9,9,8.5,4,8.02,7.99,10.02,8,9.75
4.25,5.17,7,9,9,8.5,4,8,0,10.02,8,9.75
4.25,0,7,9,9,8.5,4,8.11,8.05,10.02,8,9.75
4.25,5.28,7,9,9,8.5,4,8.07,0,9.48,8,9.75
4.25,0,7,9,9,8.5,4,8.06,8.14,9.48,8,9.75
4.25,5.72,7,9,9,8.5,4,7.97,0,9.48,8,9.75
4.25,0,7,9,9,8.5,4,8.03,8.14,9.48,8,9.75
4.25,5.1,7,9,9,8.5,4,8.03,0,9.48,8,9.75
4.25,0,7,9,9,8.5,4,8.05,8.16,9.48,8,9.75
4.25,5.41,7,9,9,8.5,4,8.05,0,9.48,8,9.75
4.25,0,7,9,9,8.5,4,8.03,8.16,9.48,8,9.75
4.5,5.27,7,9,9,8.5,4,8.02,0,9.48,8,9.75
4.5,0,7,9,9,8.5,4,8.07,8.07,9.48,8,9.75
4.5,5.82,7,9,9,8.5,4,8.04,0,9.48,8,9.75
4.5,0,7,9,9,8.5,4,8.04,8.1,9.48,8,9.75
4.5,4.8,7,9,9,8.5,4,7.81,0,9.48,8,9.75
4.5,0,7,9,9,8.5,4,8.02,8.14,9.48,8,9.75
4.75,5.71,7,9,9,8.5,4,8.02,0,9.48,8,9.75
4.75,0,7,9,9,8.5,4,7.97,8.14,9.48,8,9.75
4.75,5.63,7,9,9,8.5,4,7.65,0,9.48,8,9.75
4.75,0,7,9,9,8.5,4,7.97,8.25,9.48,8,9.75
4.75,5.68,7,9,9,8.5,4,7.93,0,9.48,8,9.75
4.75,0,7,9,9,8.5,4,8.02,8.27,9.48,8,9.75
4.75,5.76,7,9,9,8,4,8,0,9.48,8,9.75
4.75,0,7,9,9,8,4,8.01,8.25,9.48,8,9.75
4.75,5.79,7,9,9,8,4,7.97,0,9.48,8,9.75
4.75,0,7,9,9,8,4,8.05,8.12,9.48,8,9.75
4.75,5.75,7,9,9,8,4,8.07,0,9.48,8,9.75
4.75,0,7,9,9,8,4,8.11,8.27,9.48,8,9.75
4.75,5.88,7,9,9,8,4,8.13,0,9.48,8,9.75
4.75,0,7,9,9,8,4,8.21,8.31,9.48,8,9.75
4.75,5.78,7,9,9,8,4,8.06,0,9.48,8,9.75
4.75,0,7,9,9,8,4,8.14,8.16,9.48,8,9.75
4.75,5.52,7,9,9,8,4,8.1,0,9.48,8,9.75
4.75,0,7,9,9,8,4,8.22,8.42,9.48,8,9.75
4.75,5.7,7,9,9,8,4,8.22,0,9.48,8,9.75
4.75,0,7,9,9,8,4,8.37,8.42,9.48,8,9.75
4.75,5.4,7,9,9,8,4,8.37,0,9.48,8,9.75
4.75,0,7,9,9,8.5,4,8.36,8.38,9.48,8,10
4.75,5.9,7,9,9,8.5,4,8.47,0,9.48,8,10
4.75,0,7.5,9.5,9.5,8.5,4,8.87,8.57,9.48,8.5,10
4.75,5.3,7.5,9.5,9.5,8.5,4,9.27,0,9.48,8.5,10
4.75,0,7.5,9.5,9.5,8.5,4,9.95,8.66,9.48,8.5,10
4.75,6.08,7.5,9.5,9.5,8.5,4,9.01,0,9.48,8.5,10
4.75,0,7.5,9.5,9.5,8.5,4,8.9,8.66,9.48,8.5,10
5.5,5.9,7.5,9.5,9.5,8.5,4,8.84,0,9.48,8.5,10
5.5,0,7.5,9.5,9.5,8.5,4,8.97,8.75,9.48,8.5,10
5.5,5.99,7.5,9.5,9.5,8.5,4,8.73,0,9.48,8.5,10
5.5,0,7.5,9.5,9.5,8.5,4,8.81,8.66,9.48,8.5,10
5.5,6.2,7.5,9.5,6,8.25,4,8.69,0,9.48,8.5,10
5.5,0,7.5,9.5,6,8.25,4,8.99,8.66,9.48,8.5,10
6,7.02,7.5,9.5,6,8.25,4,8.98,0,9.48,8.5,10
6,0,7.5,9.5,6,8.25,4,9.12,8.55,9.48,8.5,10
6,6.78,7.5,9.5,6,8.25,4,8.68,0,9.48,8.5,10
6,0,7.5,9.5,6,8.25,4,8.79,8.42,9.48,8.5,10
6,6.66,7.5,9.5,6,8.25,4,9.1,0,8.91,8.5,10
6,0,7.5,9.5,6,8.25,4,9.53,8.27,8.91,8.5,10
6,6.82,7.5,9.5,6,8.25,4,8.66,0,8.91,8.5,10
6,0,7.5,9.5,6,8.25,4,8.58,8.51,8.91,8.5,10
6,6.73,7.5,9.5,6,8.25,4,8.54,0,8.91,8.5,10
6,0,7.5,9.5,6,8.25,4,8.67,8.84,8.91,8.5,10
6,7.02,7.5,9.5,6,8.25,4,8.58,8.95,8.91,8.5,10
6,0,7.5,9.5,6,8.25,4,8.6,8.95,8.91,8.5,10
6,0,7.5,9.5,6,0,0,8.47,0,8.91,8.5,10
6,0,7.5,9.5,6,0,0,8.41,0,8.91,8.5,10
6,0,7.25,9.25,6,0,0,8.26,0,8.91,8.25,10
6,0,7.25,9.25,6,0,0,8.27,0,8.91,8.25,10
6,0,7.25,9.25,6,0,0,8.04,0,8.91,8.25,10
6,0,7.25,9.25,6,0,0,8.27,0,8.91,8.25,10
6,0,7.25,9.25,6,0,0,8.25,0,8.91,8.25,10
6,0,7.25,9.25,6,0,0,8.03,0,8.91,8.25,10
6,0,7,9,6,0,0,7.94,0,8.91,8,10
6,0,7,9,6,0,0,8.01,0,8.91,8,10
6,0,7,9,6,0,0,7.96,0,8.91,8,10
6,0,7,9,6,0,0,7.98,0,8.91,8,10
6,0,7,9,6,0,0,7.97,0,8.91,8,9.5
6,0,7,9,6,0,0,7.97,0,8.91,8,9.5
6,0,7,9,6,0,0,7.82,0,8.91,8,9.5
6,0,6.5,9,6,0,0,7.62,0,8.91,7.5,9.5
6,0,6.5,8.5,6,0,0,7.57,0,8.91,7.5,9.5
6,0,6.5,8.5,6,0,0,7.49,0,8.91,7.5,9.25
6,0,6.5,8.5,6,0,0,7.57,0,8.91,7.5,9.25
6,0,6.5,8.5,6,0,0,7.67,0,8.91,7.5,9.25
6,0,6.5,8.5,6,0,0,7.4,0,8.91,7.5,9.25
6,0,6.5,8.25,6,0,0,7.36,0,8.91,7.25,9.25
6,0,6.5,8.25,6,0,0,7.3,0,8.91,7.25,9.25
6,0,6.5,8.25,6,0,0,7.4,0,8.91,7.25,9.25
6,0,6.5,8.25,6,0,0,7.35,0,8.91,7.25,9.25
6,0,6.5,8.25,6,0,0,7.39,0,8.91,7.25,9.25
6,0,6.5,8.25,6,0,0,6.75,0,8.91,7.25,8.5
6,0,5.75,0,6,0,0,6.87,0,8.91,6.75,8.5
6,0,5.75,0,6,0,0,6.4,0,8.91,6.75,8.25
6,0,5.75,0,6,0,0,6.77,0,8.91,6.75,8.25
6,0,5.75,0,6,0,0,6.22,0,8.91,6.75,8.25
6,0,5.75,0,6,0,0,7.6,0,8.91,6.75,8.25
4.71,5.06,3.93,5.22,7.27,5.94,7.82,8.71,7.17,8.49,8.35,7.78
0,5.26,3.9,5.22,7.45,5.94,7.48,0,7.19,8.63,8.35,7.79
4.95,5.31,3.82,5.22,7.41,5.86,8.01,8.68,7.52,8.6,8.23,7.75
0,5.36,3.73,5.19,7.26,5.94,7.86,0,7.56,8.14,8.23,7.82
4.73,5.31,3.53,5.19,7.41,6.31,8.25,8.71,7.38,8.78,8.27,7.8
0,5.34,3.35,5.07,7.41,6.4,7.97,0,7.39,7.97,8.27,7.84
4.65,5.36,3.34,5.12,7.64,6.36,8.05,8.71,7.53,8.15,8.31,7.84
0,5.32,3.51,5.13,7.77,6.4,8.67,0,7.51,8.03,8.31,7.81
4.7,5.32,3.42,5.16,7.85,6.36,8.05,8.64,7.39,7.87,8.44,7.79
0,5.45,3.7,5.14,7.81,6.36,8.45,0,7.36,7.53,8.44,7.83
4.88,5.58,3.61,5.21,7.84,6.52,8.08,8.64,9.23,7.47,8.48,7.71
0,5.59,3.71,5.21,7.84,6.52,8.11,0,7.36,7.44,8.48,7.9
4.74,5.61,3.8,5.25,7.88,6.52,8.18,8.66,7.48,7.43,8.52,7.79
0,5.62,3.87,5.33,7.96,6.56,8,0,7.37,7.31,8.52,7.64
4.8,5.67,3.95,5.44,8.02,6.56,7.9,8.6,7.35,7.43,8.6,7.67
0,5.78,4.17,5.5,8,6.56,7.78,0,7.65,7.44,8.6,8.03
4.75,5.78,4.43,5.46,8.03,6.56,7.87,8.71,7.68,7.34,8.6,8.03
0,5.72,4.24,5.54,8.07,6.56,8.26,0,7.78,7.4,8.6,7.89
4.87,5.81,4.18,5.61,7.98,6.56,8.04,8.88,7.64,7.59,8.65,7.85
0,5.9,4.24,5.63,7.95,6.56,8.58,0,7.79,7.74,8.65,7.84
4.84,5.93,3.9,5.63,7.86,6.56,8.46,8.9,7.85,7.74,8.65,7.82
0,5.95,3.86,5.65,7.85,6.56,8.07,0,7.94,7.78,8.65,0
4.67,5.95,4.09,5.69,7.74,6.6,8.12,8.97,8.03,7.87,8.6,7.84
0,6.08,4.09,5.88,7.73,6.73,8.48,0,8.22,7.93,8.6,7.83
4.84,6.16,4.15,5.95,7.75,6.77,8.59,8.86,8.1,7.95,8.56,7.86
0,6.05,4.19,5.93,7.78,6.77,8.88,0,8.33,7.96,8.52,7.76
4.64,6,4.6,6.03,7.8,6.81,8.18,9.12,7.88,7.87,8.56,7.77
0,6.18,4.64,6.12,7.87,6.85,7.88,0,7.85,7.86,8.56,7.73
4.66,6.35,4.71,6.16,7.98,6.27,7.93,9.1,7.9,7.91,8.56,7.71
0,6.2,4.43,6.1,7.92,6.85,8.09,0,7.82,7.8,8.52,7.72
4.68,6.18,4.07,6.12,7.89,6.85,8.9,9.08,7.89,7.83,8.65,7.69
0,6.15,3.95,6.18,7.95,6.85,7.95,0,7.67,7.83,8.65,7.74
4.61,6.22,4.19,6.27,7.94,6.81,8.11,8.95,7.91,7.89,8.86,7.75
0,6.29,4.45,6.39,7.95,6.81,8.11,0,8.43,7.88,8.81,7.89
4.65,6.26,4.4,6.46,7.89,6.81,8.57,8.71,7.79,7.86,8.86,7.9
0,6.39,4.62,6.5,7.79,6.85,8.25,0,7.91,7.82,8.86,8.01
4.82,6.4,4.51,6.5,7.76,7.27,8.19,8.77,7.76,7.93,8.85,7.99
0,6.43,4.58,6.48,7.8,7.23,8.72,0,7.85,8.11,8.9,7.85
4.66,6.41,4.88,6.42,7.73,7.27,8.64,8.84,7.93,8.14,8.94,7.97
0,6.35,4.51,6.31,7.46,7.27,7.63,0,7.82,8.14,8.86,8.1
5.09,6.35,4.8,6.29,7.2,7.27,7.23,8.81,7.48,8.16,9.19,8.19
0,6.57,4.25,6.35,7.42,0,8.27,0,8.01,8.18,9.27,8.23
5.14,6.49,4.16,6.37,7.59,7.35,8.68,9.12,7.86,8.23,9.19,8.22
0,6.44,4.51,6.44,7.58,7.35,8.7,0,8.25,8.19,9.15,8.28
4.62,6.36,4.57,6.46,7.69,7.35,8.18,8.77,7.97,8.22,9.11,8.37
0,6.39,4.38,6.48,7.76,0,8.67,0,8.05,8.2,9.11,8.4
4.61,6.42,4.32,6.46,7.64,7.31,8.98,8.68,8.67,8.13,8.98,8.47
0,6.38,4.15,6.42,7.56,7.23,8.91,0,8.05,8.13,8.9,8.49
4.67,6.43,4.22,6.67,7.54,7.23,9.08,8.77,8.45,8.17,8.69,8.45
0,6.43,4.22,6.69,7.54,7.23,9.44,0,8.08,8.16,8.73,8.47
4.76,6.5,4.19,6.74,7.27,7.23,9.46,9.47,8.11,8.15,8.73,8.51
0,6.53,4.06,6.74,7.26,7.23,10.29,0,8.18,8.17,8.73,8.54
4.57,6.41,4.06,6.78,7.26,7.19,10.38,10.2,8,8.18,8.69,8.57
0,6.34,3.97,6.8,7.08,7.14,10.1,0,7.9,8.2,8.65,8.53
4.67,6.49,3.94,6.84,7.49,7.14,10.23,12.01,7.78,8.24,8.77,8.53
0,6.57,3.9,6.87,7.45,7.14,10.21,0,7.87,8.16,8.65,8.65
4.6,6.46,3.94,6.95,7.29,7.14,10.18,11,8.26,8.21,8.94,8.52
0,6.32,4.02,7.02,7.27,7.1,9.3,0,8.04,8.12,8.94,8.4
4.68,6.36,4.05,7.06,7.25,7.1,9.45,10.73,8.58,8.25,8.98,8.77
0,6.39,4.01,7.1,7.21,7.1,8.33,0,8.46,8.1,8.56,8.78
4.68,6.39,4.01,7.17,7.22,7.06,7.74,0,8.07,8.06,8.6,8.67
0,6.35,4.17,7.23,7.12,7.06,7.09,0,8.12,0,7.82,8.72
4.68,6.24,4.36,7.23,7.12,7.06,6.95,7.6,8.48,8.13,7.48,8.7
0,6.21,4.49,7.21,7,7.39,7.19,0,8.59,8.17,8.01,8.59
4.62,6.16,4.55,7.23,6.95,7.48,7.26,7.4,8.88,8.08,7.86,8.52
0,6.16,4.59,7.3,6.91,7.44,7.25,0,8.18,8.05,8.25,8.64
4.9,6.12,4.58,7.45,6.92,7.44,7.29,7.32,7.88,8.35,7.97,8.68
0,6.17,4.68,7.42,6.83,7.44,7.22,0,7.93,8.37,8.05,8.86
4.77,6.22,4.65,7.34,6.79,7.44,7.27,7.3,8.09,8.54,8.67,8.77
0,6.09,4.42,7.27,6.72,7.27,7.27,0,8.9,8.53,8.05,8.81
4.69,5.95,4.34,7.12,6.67,7.44,7.3,7.49,7.95,8.56,8.45,8.94
0,5.91,4.45,7.02,6.61,7.48,7.56,0,8.11,8.63,8.08,8.9
4.6,5.94,4.56,7.02,6.65,7.48,7.57,7.64,8.11,8.65,8.11,8.99
0,5.91,4.35,6.99,6.62,7.52,7.52,0,8.57,8.54,8.18,9.12
4.69,5.9,4.54,6.97,6.6,7.52,7.59,7.79,8.25,8.47,8,8.84
0,5.9,4.37,6.95,6.53,7.56,7.43,0,8.19,8.69,7.9,8.82
4.82,5.92,4.3,6.97,6.56,7.69,8.65,8.01,8.72,8.57,7.78,8.82
0,5.91,4.39,6.93,6.51,7.69,7.65,0,8.64,8.38,7.87,8.87
4.76,9.75,4.38,6.93,6.54,7.69,7.8,8.05,7.63,8.42,8.26,8.86
0,9.75,4.37,6.91,6.59,7.69,7.72,0,7.23,8.28,8.04,8.81
4.9,9.75,4.28,6.89,6.57,7.85,7.84,8.03,8.27,8.22,8.58,8.83
0,9.75,4.24,6.89,6.64,7.89,7.85,0,8.68,8.23,8.46,8.75
4.55,9.75,4.24,6.89,6.53,7.98,7.8,7.94,8.7,8.19,8.07,8.81
0,9.75,4.17,6.82,6.53,7.98,7.75,0,8.18,8.19,8.12,8.78
4.74,9.75,4.01,6.8,6.65,7.94,7.88,7.94,8.67,8.16,8.48,8.66
0,9.75,3.97,6.8,7.49,7.89,8,0,8.98,8.35,8.59,8.75
4.58,9.75,4.11,6.63,6.72,7.85,8.02,7.99,8.91,8.18,8.88,8.82
0,9.75,3.95,6.48,6.74,7.85,8,0,9.08,8.19,8.18,8.94
4.89,9.75,3.89,6.42,7.51,0,8.11,8.05,9.44,8.22,7.88,8.8
0,9.75,4.15,6.42,7.2,8.27,8.07,0,9.46,8.56,7.93,8.91
4.47,9.75,4.05,6.31,7.18,8.31,8.06,8.14,10.29,5.4,8.09,8.85
0,9.75,4.15,6.31,7.11,8.31,7.97,0,10.38,5.4,8.9,8.75
5.11,9.75,4.37,6.31,7.17,8.23,8.03,8.14,10.1,5.4,7.95,8.79
0,9.75,4.58,6.33,7,8.39,8.03,0,10.23,5.4,8.11,9.06
4.63,9.75,4.69,6.33,7.13,8.35,8.05,8.16,10.21,5.4,8.11,9.02
0,9.75,4.55,6.44,7.17,8.27,8.05,0,10.18,5.4,8.57,8.69
4.69,9.75,4.32,6.5,7.23,8.27,8.03,8.16,9.3,5.4,8.25,8.58
0,9.75,4.5,6.5,7.06,8.23,8.02,0,9.45,5.4,8.19,8.55
4.63,9.75,4.76,6.48,7.12,8.19,8.07,8.07,8.33,5.4,8.72,8.49
0,9.75,4.85,6.48,7.05,8.39,8.04,0,7.74,5.4,8.64,8.67
4.54,9.75,4.93,6.5,7,8.39,8.04,8.1,7.09,5.4,7.63,8.71
0,9.75,4.57,6.5,6.75,8.31,7.81,0,6.95,5.4,7.23,8.58
4.7,10,4.61,6.46,6.87,8.35,8.02,8.14,7.19,5.4,8.27,8.49
0,10,4.6,6.44,6.86,8.35,8.02,0,7.26,5.4,8.68,8.63
4.65,10,4.42,6.39,6.78,8.23,7.97,8.14,7.25,5.4,8.7,8.6
0,10,4.44,6.35,6.66,8.23,7.65,0,7.29,5.65,8.18,8.14
4.77,10,4,6.33,6.63,8.27,7.97,8.25,7.22,5.65,8.67,8.78
0,10,4.09,6.33,6.63,8.27,7.93,0,7.27,5.65,8.98,7.97
4.61,10,3.94,6.31,6.59,8.31,8.02,8.27,7.27,5.65,8.91,8.15
0,10,4.1,6.27,6.49,8.31,8,0,7.3,5.65,9.08,8.03
4.66,10,4.08,6.25,6.29,8.44,8.01,8.25,7.56,5.65,9.44,7.87
0,10,4.38,6.2,6.28,8.44,7.97,0,7.57,5.65,9.46,7.53
4.67,10,4.46,6.18,6.51,8.48,8.05,8.12,7.52,5.65,10.29,7.47
0,10,4.46,6.18,6.78,8.48,8.07,0,7.59,6,10.38,7.44
4.75,10,4.36,6.18,6.88,8.52,8.11,8.27,7.43,6,10.1,7.43
0,10,4.3,6.18,6.83,8.52,8.13,0,8.65,6,10.23,7.31
4.69,10,4.31,6.18,6.79,8.6,8.21,8.31,7.65,6,10.21,7.43
0,10,4.42,6.18,6.78,8.6,8.06,0,7.8,6,10.18,7.44
4.89,10,4.28,6.18,6.73,8.6,8.14,8.16,7.72,6,9.3,7.34
0,10,4.19,5.05,6.81,8.6,8.1,0,7.84,6,9.45,7.4
4.97,10,4.24,4.94,6.82,8.65,8.22,8.42,7.85,6,8.33,7.59
0,10,4.26,5.03,6.88,8.65,8.22,0,7.8,6,7.74,7.74
4.7,10,4.31,5.01,6.84,8.65,8.37,8.42,7.75,6.25,7.09,7.74
0,10,4.53,5,6.97,8.65,8.37,0,7.88,6.25,6.95,7.78
4.8,10,4.56,4.89,7.13,8.6,8.36,8.38,8,6.25,7.19,7.87
0,10,4.55,4.99,7.13,8.6,8.47,0,8.02,6.25,7.26,7.93
4.7,10,4.65,5.02,7.11,8.56,8.87,8.57,8,6.25,7.25,7.95
0,10,4.61,5.05,7.2,8.52,4.51,4.42,8.11,6.25,7.29,7.96
4.73,10,4.73,5.03,7.27,8.56,4.4,4.34,8.07,6.25,7.22,7.87
0,10,4.84,5.04,7.28,8.56,4.62,4.45,8.06,6.25,7.27,7.86
4.65,10,4.67,5.08,7.31,8.56,4.44,4.56,7.97,6.25,7.27,7.91
0,10,4.76,5.12,7.47,8.52,4.52,4.35,8.03,6.5,7.3,7.8
4.72,10,4.77,5.2,7.43,8.65,4.54,4.54,8.03,6.5,7.56,7.83
0,10,4.83,5.32,7.55,8.65,4.37,4.37,8.05,6.5,7.57,7.83
4.77,10,4.79,5.41,7.49,8.86,4.18,4.3,8.05,6.5,7.52,7.89
0,10,4.81,5.28,7.48,8.81,4.74,4.39,8.03,6.5,7.59,7.88
4.72,10,4.83,5.32,7.49,8.86,4.36,4.38,8.02,6.5,7.43,7.86
0,10,4.99,5.37,6.67,8.86,4.46,4.37,8.07,6.5,8.65,7.82
4.63,10,5.07,5.41,7.49,8.85,4.07,4.28,8.04,6.5,7.65,7.93
0,9.5,5.1,5.45,7.46,8.9,4.15,4.24,8.04,6.75,7.8,8.11
4.88,9.5,5.23,5.49,7.5,8.94,4.09,4.24,7.81,6.75,7.72,8.14
0,9.5,5.27,5.45,7.44,8.86,4.11,4.17,8.02,6.75,7.84,8.14
4.54,9.5,5.29,5.65,7.45,9.19,4.13,4.01,8.02,6.75,7.85,8.16
0,9.5,5.34,5.74,7.42,9.27,4.06,3.97,7.97,6.75,7.8,8.18
5.28,9.25,4.97,5.74,7.45,9.19,4.28,4.11,7.65,6.75,7.75,8.23
0,9.25,5.01,5.86,7.42,9.15,4.13,3.95,7.97,6.75,7.88,8.19
4.58,9.25,5.13,5.98,7.52,9.11,4.22,3.89,7.93,6.75,8,8.22
0,9.25,4.92,6.03,7.55,9.11,4.18,4.15,8.02,6.75,8.02,8.2
4.64,9.25,5.15,5.98,7.64,8.98,4.23,4.05,8,6.75,8,8.13
0,9.25,5.15,5.94,7.63,8.9,4.34,4.15,8.01,6.75,8.11,8.13
4.63,9.25,5.07,6.07,7.77,8.69,4.61,4.37,7.97,6.75,8.07,8.17
0,9.25,5.32,6.19,7.73,8.73,5.71,4.58,8.05,6.75,8.06,8.16
4.7,9.25,4.99,6.36,7.7,8.73,5.36,4.69,8.07,6.75,7.97,8.15
0,8.5,4.84,6.4,7.68,8.73,5.07,4.55,8.11,6.75,8.03,8.17
4.72,8.5,4.93,6.48,7.64,8.69,4.69,4.32,8.13,6.75,8.03,8.18
0,8.25,4.87,6.44,7.64,8.65,4.26,4.5,8.21,6.75,8.05,8.2
4.77,8.25,4.59,6.4,7.66,8.77,4.32,4.76,8.06,6.75,8.05,8.24
0,8.25,4.15,6.31,7.59,8.65,4.47,4.85,8.14,6.75,8.03,8.16
5.44,4,4.27,6.27,7.81,8.94,4.4,4.93,8.1,6.75,8.02,8.21
0,4,4.25,6.23,7.82,8.94,4.16,4.57,8.22,6.75,8.07,8.12
9.03,4,4.07,6.31,7.72,8.98,4.33,4.61,8.22,6.75,8.04,8.25
0,4,3.69,6.31,7.8,8.56,4.34,4.6,8.37,6.75,8.04,8.1
6.34,4,3.16,6.36,7.83,8.6,4.17,4.42,8.37,6.75,7.81,8.06
0,4,4.49,6.4,7.83,7.82,4.32,4.44,8.36,6.75,8.02,0
6.53,4,5.07,6.4,7.72,7.48,3.84,4,8.47,6.75,8.02,8.13
0,4,5.58,6.4,7.7,8.01,3.84,4.09,8.87,6.75,7.97,8.17
4.85,4,5.38,6.4,7.73,7.86,3.72,3.94,9.27,6.5,7.65,8.08
0,4,5.56,6.56,7.69,8.25,4.28,4.1,9.95,6.5,7.97,8.05
4.71,4,5.83,6.56,7.6,7.97,4.26,4.08,9.01,6.5,7.93,8.35
0,4,5.84,6.6,7.58,8.05,4.44,4.38,8.9,6.5,8.02,8.37
4.65,4,6.21,6.65,7.55,8.67,4.43,4.46,8.84,6.5,8,8.54
0,4,6.03,6.65,7.57,8.05,4.46,4.46,8.97,6.5,8.01,8.53
4.65,4,6.22,6.65,7.71,8.45,4.52,4.36,8.73,6.5,7.97,8.56
0,4,6.13,6.65,7.7,8.08,4.61,4.3,8.81,6.5,8.05,8.63
4.82,4,6.28,6.6,7.77,8.11,4.62,4.31,8.69,6.25,8.07,8.65
0,4,6.24,6.69,7.75,8.18,4.78,4.42,8.99,6.25,8.11,8.54
4.64,4,6.28,6.73,7.78,8,4.96,4.28,8.98,6.25,8.13,8.47
0,4,6.34,6.77,7.79,7.9,4.43,4.19,9.12,6.25,8.21,8.69
4.72,4,6.29,6.81,7.75,7.78,4.87,4.24,8.68,6.25,8.06,8.57
0,4,6.24,6.9,7.82,7.87,4.23,4.26,8.79,6.25,8.14,8.38
4.68,4,6.23,6.94,7.8,8.26,4.31,4.31,9.1,6.25,8.1,8.42
0,4,6.26,6.94,7.84,8.04,4.68,4.53,9.53,6.25,8.22,8.28
4.7,4,6.34,6.94,7.84,8.58,4.68,4.56,8.66,6.25,8.22,8.22
0,4,6.38,6.94,7.81,8.46,4.96,4.55,8.58,6.25,8.37,8.23
4.82,4,6.32,6.94,7.79,8.07,4.71,4.65,8.54,6.25,8.37,8.19
0,4,6.58,7.14,7.83,8.12,4.68,4.61,8.67,6.25,8.36,8.19
4.69,4,6.47,7.19,7.71,8.48,5.22,4.73,8.58,6.25,8.47,8.16
0,4,6.34,7.06,7.9,8.59,4.84,4.84,8.6,6.25,8.87,8.35
4.68,4,6.44,6.98,7.79,8.88,4.82,4.67,8.47,6.25,4.51,8.18
0,4,6.44,6.85,7.64,8.18,5.19,4.76,8.41,6.25,4.4,8.19
4.78,4,6.71,6.81,7.67,7.88,4.74,4.77,8.26,6.25,4.62,8.22
0,4,6.7,6.81,8.03,7.93,4.83,4.83,8.27,6.25,4.44,8.56
4.81,4,6.8,6.77,8.03,8.09,4.76,4.79,8.04,6.25,4.52,5.4
0,4,6.98,6.69,7.89,8.9,4.75,4.81,8.27,6.25,4.54,5.4
4.66,4,6.89,6.73,7.85,7.95,4.92,4.83,8.25,6.25,4.37,5.4
0,4,6.5,6.69,7.84,8.11,5.17,4.99,8.03,6.25,4.18,5.4
5.5,4,6.63,6.52,7.82,8.11,5.23,5.07,7.94,6.25,4.74,5.4
0,4,7.69,6.52,7.84,8.57,5.04,5.1,8.01,6.25,4.36,5.4
4.75,4,7.57,6.48,7.83,8.25,5.61,5.23,7.96,6.25,4.46,5.4
0,4,7.87,6.52,7.86,8.19,5.2,5.27,7.98,6.25,4.07,5.4
4.77,4,7.49,6.48,7.76,8.72,5.22,5.29,7.97,6.25,4.15,5.4
0,4,7.36,6.52,7.77,8.64,5.4,5.34,7.97,6.25,4.09,5.4
4.76,4,6.83,6.52,7.73,7.63,5.09,4.97,7.82,6.25,4.11,5.4
0,4,6.58,6.4,7.71,7.23,5.22,5.01,7.62,6.25,4.13,5.4
4.77,4,6.56,6.4,7.72,8.27,5.68,5.13,7.57,6.25,4.06,5.4
0,4,6.36,6.31,7.69,8.68,5.58,4.92,7.49,6.25,4.28,5.4
4.77,4,6.44,6.27,7.74,8.7,5.21,5.15,7.57,6.25,4.13,5.4
0,4,6.58,6.23,7.75,8.18,4.85,5.15,7.67,6.25,4.22,5.65
4.7,4,6.27,6.19,7.89,8.67,4.65,5.07,7.4,6.25,4.18,5.65
0,4,6.17,6.11,7.9,8.98,4.84,5.32,7.36,6.25,4.23,5.65
5.14,4,6.22,6.11,8.01,8.91,4.45,4.99,7.3,6.25,4.34,5.65
0,4,6.23,6.11,7.99,9.08,4.4,4.84,7.4,6.25,4.61,5.65
4.77,4,6.17,6.11,7.85,9.44,5.46,4.93,7.35,6.25,5.71,5.65
0,4,6.16,6.15,7.97,9.46,5.1,4.87,7.39,6.25,5.36,5.65
